100,-99837, -99698, -99623, -1261118, -1258074
5g: -1779, -1710, -1828, -1710, -1727

40MHz
2g: -99654, -99709, -99817, -99712, -99855
5g: -379, -368, -941, -386, -363

80MHz
5g: 106, 116, 111, 75, 125, 174, 107, 147, 162, 150


####### 3m #######
20MHz
2g: -99582, -1260145, -99530, -1258644, -99494 
5g: -1490, -1473, -1443, -1388, -1441

40MHz
2g: -99594, -1260882, -1260891, -99497, -1259779
5g: -395, -454, -455, -475, -458

80MHz
5g: 347, 450, 323, 331, 348, 339, 366, 382, 335, 326


####### 5m #######
20MHz
2g: -99330, -99232, -99215, -99217, -99213
5g: -1251, -1132, -1196, -1392, -1237

40MHz
2g: -99327, -100382, -99137, -99200, -99159
5g: 2, -25, -26, -31, -60

80MHz
5g: 491, 542, 536, 527, 527, 547, 549, 543, 524, 511


####### 8m #######
20MHz
2g: -98890, -98890, -98943, -98911, -98816
5g: -799, -766, -831, -774, -761

40MHz
2g: -99606, -98745, -98797, -100433, -98799
5g: 476, 378, -231, -240, 364

80MHz
5g: 875, 851, 852, 724, 869, 856, 862, 857, 886, 840


####### 10m #######
20MHz
2g: -98631, -98433, -98500, -98428, -98405
5g: -667, -653, -655, -660, -659

40MHz
2g: -98337, -98385, -98474, -98136, -98523
5g: 391, 417, 332, 477, 370

80MHz
5g: 1061, 1089, 1065, 1078, 1048, 1051, 1073, 1069, 1039, 1064


####### 15m #######
20MHz
2g: -98453, -98301, -98556, -98267, -98609
5g: 105, 269, 118, 205, 222

40MHz
2g: -98887, -98272, -98997, -98324, -98839
5g: 953, 1413, 525, 958, 1004

80MHz
5g: 1809, 1846, 1823, 1921, 1595, 1758, 1829, 1632, 1854, 1943


####### 20m #######
20MHz
2g: -97876, -98080, -98584, -97864, -97802
5g: 436, 456, 402, 472, 394

40MHz
2g: -97719, -97722, -97843, -97853, -98105
5g: 1521, 1538, 1559, 1562, 946

80MHz
5g: 2094, 2076, 2086, 2119, 2043, 1899, 1763, 2117, 1897, 2126


####### 30m #######
20MHz
2g: -98827, -96704, -96590, -97967, -96755
5g: 1591, 1632, 1709, 1732, 1857

40MHz
2g: -96733, -96990, -96702, -97234, -97618
5g: 2725, 2765, 2760, 2756, 2821

80MHz
5g: 3577, 3565, 3572, 3572, 3462, 3570, 3565, 3591, 3521, 3567


####### 40m #######
20MHz
2g: -95335, -95502, -95535, -95534, -97415 
5g: 2442, 2441, 2487, 2415, 2400

40MHz
2g: -95417, -96000, -96303, -95569, -95311
5g: 3468, 3419, 3433, 3466, 3441

80MHz
5g: 3848, 4049, 3869, 4037, 3987, 3883, 3886, 4080, 4012, 4040

####### 50m #######
20MHz
2g: -94222, -96186, -94179, -95150, -94584
5g: 3409, 3428, 3508, 3538, 3549

40MHz
2g: -94509, -95495, -95567, -94771, -95326
5g: 4554, 4433, 4460, 4280, 3864

80MHz
5g: 5081, 5083, 4563, 5058, 4910, 4944, 5057, 5041, 5030, 4915


####### 60m #######
20MHz
2g: -93573, -94774, -94004, -93741, -93497
5g: 4353, 4394, 4521, 4400, 4503

40MHz
2g: -93471, -93539, -93539, -93419, -93410
5g: 5706, 5544, 5587, 5438, 5556

80MHz
5g: 6108, 6091, 6111, 6096, 6094, 5846, 6099, 6105, 6108, 6074